activation,family,gain,input_abs_max,input_p01,input_p50,input_p99,mean_abs_slope,mode,near_zero_fraction,negative_fraction,nonlinear_output_mse,relu_gate_flip_fraction,seed,small_slope_fraction,step
2.silu,silu,4.0,3.4675867557525635,-2.0767385959625244,-0.15439854562282562,2.43422269821167,0.466563880443573,adaptive,0.0841064453125,0.5635986328125,0.00010700423445086926,,10,0.0147705078125,13500
3.relu,relu,4.0,6.459630489349365,-5.289098262786865,-0.034224145114421844,1.938427209854126,0.4874267578125,adaptive,0.072509765625,0.5125732421875,0.00028188616852276027,0.0068359375,10,0.5125732421875,13500
3.tanh,tanh,4.0,4.074542045593262,-3.1662771701812744,-0.08411987125873566,2.5063979625701904,0.5444090366363525,adaptive,0.0618896484375,0.5240478515625,0.000263527559582144,,10,0.017822265625,13500
3.silu,silu,4.0,4.989624500274658,-3.7489423751831055,-0.37846654653549194,2.502819776535034,0.39182183146476746,adaptive,0.0740966796875,0.644287109375,0.00015513628022745252,,10,0.02734375,13500
4.relu,relu,4.0,3.7063491344451904,-2.6926565170288086,-0.6738170385360718,1.7650598287582397,0.1953125,adaptive,0.0592041015625,0.8046875,0.0001940145157277584,0.0084228515625,10,0.8046875,13500
4.tanh,tanh,4.0,4.604567050933838,-3.6308164596557617,-0.10584072768688202,3.4333198070526123,0.4418484568595886,adaptive,0.0557861328125,0.5302734375,0.00040379754500463605,,10,0.071533203125,13500
4.silu,silu,4.0,6.552974700927734,-5.403350353240967,-0.6720319986343384,1.7797964811325073,0.34684765338897705,adaptive,0.0540771484375,0.6796875,0.00023580621927976608,,10,0.0267333984375,13500
2.relu,relu,4.0,2.891617774963379,-2.0119130611419678,-0.1752113401889801,1.5417120456695557,0.3983154296875,adaptive,0.111328125,0.6016845703125,0.00011627920321188867,0.0072021484375,10,0.6016845703125,14000
2.tanh,tanh,4.0,2.952080726623535,-1.8874189853668213,-0.06666332483291626,1.5678799152374268,0.6658393144607544,adaptive,0.0950927734375,0.5360107421875,0.00015438839909620583,,10,0.0,14000
2.silu,silu,4.0,3.4795525074005127,-2.0587921142578125,-0.15407994389533997,2.420382022857666,0.46666818857192993,adaptive,0.0838623046875,0.5631103515625,0.00010830902465386316,,10,0.015869140625,14000
3.relu,relu,4.0,6.459100723266602,-5.318736553192139,-0.03407233580946922,1.9198834896087646,0.4862060546875,adaptive,0.0731201171875,0.5137939453125,0.00035234043025411665,0.0074462890625,10,0.5137939453125,14000
3.tanh,tanh,4.0,4.092441558837891,-3.1803531646728516,-0.08722425997257233,2.5063838958740234,0.5446255207061768,adaptive,0.0628662109375,0.5264892578125,0.00024760764790698886,,10,0.017822265625,14000
3.silu,silu,4.0,5.018690586090088,-3.770840883255005,-0.37852907180786133,2.509889602661133,0.3914664685726166,adaptive,0.0758056640625,0.6448974609375,0.00012036917905788869,,10,0.031005859375,14000
4.relu,relu,4.0,3.6034328937530518,-2.708308696746826,-0.6614241003990173,1.6719495058059692,0.1966552734375,adaptive,0.0592041015625,0.8033447265625,0.00019315435201860964,0.00732421875,10,0.8033447265625,14000
4.tanh,tanh,4.0,4.604674816131592,-3.6367688179016113,-0.11088207364082336,3.441617965698242,0.4396066665649414,adaptive,0.05615234375,0.53173828125,0.0004832479462493211,,10,0.0732421875,14000
4.silu,silu,4.0,6.61215877532959,-5.483879089355469,-0.6740467548370361,1.770315170288086,0.34565597772598267,adaptive,0.054931640625,0.681884765625,0.0002964867162518203,,10,0.026611328125,14000
2.relu,relu,4.0,2.860836982727051,-1.9955482482910156,-0.17242518067359924,1.5429044961929321,0.4005126953125,adaptive,0.112060546875,0.5994873046875,0.00012363243149593472,0.007568359375,10,0.5994873046875,14500
2.tanh,tanh,4.0,2.934675455093384,-1.8769664764404297,-0.06545909494161606,1.56099534034729,0.6661037802696228,adaptive,0.0966796875,0.5352783203125,0.00011447133147157729,,10,0.0,14500
2.silu,silu,4.0,3.4945197105407715,-2.0550851821899414,-0.1543474942445755,2.44657564163208,0.46629631519317627,adaptive,0.0816650390625,0.564208984375,0.00010940399079117924,,10,0.0159912109375,14500
3.relu,relu,4.0,6.6170477867126465,-5.3751349449157715,-0.025461211800575256,1.9201633930206299,0.490966796875,adaptive,0.0714111328125,0.509033203125,0.00042940425919368863,0.0086669921875,10,0.509033203125,14500
3.tanh,tanh,4.0,4.130155563354492,-3.190666913986206,-0.08737210929393768,2.5132803916931152,0.5455743074417114,adaptive,0.0640869140625,0.526611328125,0.00026534529752098024,,10,0.0179443359375,14500
3.silu,silu,4.0,5.068784713745117,-3.796043872833252,-0.37770432233810425,2.5310373306274414,0.39266493916511536,adaptive,0.0745849609375,0.6448974609375,0.0001443439396098256,,10,0.0296630859375,14500
4.relu,relu,4.0,3.6047472953796387,-2.68353009223938,-0.6698756217956543,1.6449368000030518,0.19189453125,adaptive,0.0595703125,0.80810546875,0.00020192822557874024,0.0074462890625,10,0.80810546875,14500
4.tanh,tanh,4.0,4.571401119232178,-3.6221799850463867,-0.11303769797086716,3.4507901668548584,0.43975263833999634,adaptive,0.0592041015625,0.53271484375,0.00035331075196154416,,10,0.0712890625,14500
4.silu,silu,4.0,6.7031121253967285,-5.5303425788879395,-0.6800534129142761,1.7218986749649048,0.3430187702178955,adaptive,0.0556640625,0.6861572265625,0.00019517783948685974,,10,0.027587890625,14500
2.relu,relu,4.0,2.882469415664673,-2.0041654109954834,-0.16999685764312744,1.5432839393615723,0.401123046875,adaptive,0.1142578125,0.598876953125,0.0001298599090659991,0.00830078125,10,0.598876953125,15000
2.tanh,tanh,4.0,2.910984992980957,-1.8808479309082031,-0.06587660312652588,1.5558732748031616,0.6662730574607849,adaptive,0.0975341796875,0.5352783203125,0.00013901933562010527,,10,0.0,15000
2.silu,silu,4.0,3.4953112602233887,-2.055077314376831,-0.15350985527038574,2.443767786026001,0.4662433862686157,adaptive,0.083251953125,0.5635986328125,0.00011133869702462107,,10,0.01611328125,15000
3.relu,relu,4.0,6.660290718078613,-5.43446159362793,-0.02637811191380024,1.920630931854248,0.4892578125,adaptive,0.0694580078125,0.5107421875,0.0003857893170788884,0.008544921875,10,0.5107421875,15000
3.tanh,tanh,4.0,4.08744478225708,-3.198042392730713,-0.08810164034366608,2.5107924938201904,0.5468200445175171,adaptive,0.064453125,0.52685546875,0.0002836744242813438,,10,0.0185546875,15000
3.silu,silu,4.0,5.112457752227783,-3.8252289295196533,-0.38479650020599365,2.5392844676971436,0.39153537154197693,adaptive,0.0751953125,0.6463623046875,0.00017625608597882092,,10,0.0302734375,15000
4.relu,relu,4.0,3.5827226638793945,-2.6986215114593506,-0.6684209108352661,1.6726258993148804,0.189453125,adaptive,0.06494140625,0.810546875,0.00016536984185222536,0.0089111328125,10,0.810546875,15000
4.tanh,tanh,4.0,4.535438537597656,-3.5901129245758057,-0.11652211844921112,3.4581689834594727,0.43812137842178345,adaptive,0.0592041015625,0.5325927734375,0.0003960563335567713,,10,0.0682373046875,15000
4.silu,silu,4.0,6.634036064147949,-5.509059906005859,-0.6962660551071167,1.6812398433685303,0.339301198720932,adaptive,0.055908203125,0.690185546875,0.00023424762184731662,,10,0.02783203125,15000
2.relu,relu,4.0,2.8650624752044678,-2.0102736949920654,-0.16537562012672424,1.5421825647354126,0.4033203125,adaptive,0.1153564453125,0.5966796875,0.00013125321129336953,0.007080078125,10,0.5966796875,15500
2.tanh,tanh,4.0,2.8900985717773438,-1.864420771598816,-0.0676664263010025,1.5553953647613525,0.6663706302642822,adaptive,0.096923828125,0.536865234375,0.0001542561367386952,,10,0.0,15500
2.silu,silu,4.0,3.4923887252807617,-2.051858425140381,-0.15405172109603882,2.4383671283721924,0.46621328592300415,adaptive,0.0831298828125,0.562744140625,0.00011062481644330546,,10,0.015380859375,15500
3.relu,relu,4.0,6.647894382476807,-5.422377586364746,-0.02737674117088318,1.9368741512298584,0.490478515625,adaptive,0.0728759765625,0.509521484375,0.0005492093041539192,0.008056640625,10,0.509521484375,15500
3.tanh,tanh,4.0,4.113152980804443,-3.1945650577545166,-0.08449146896600723,2.4826409816741943,0.5482606887817383,adaptive,0.0643310546875,0.526123046875,0.00025453566922806203,,10,0.017822265625,15500
3.silu,silu,4.0,5.144399166107178,-3.8607630729675293,-0.3846859037876129,2.5474624633789062,0.3918617367744446,adaptive,0.0726318359375,0.6468505859375,0.00020072763436473906,,10,0.028564453125,15500
4.relu,relu,4.0,3.5672452449798584,-2.6967883110046387,-0.6702235341072083,1.6922788619995117,0.1873779296875,adaptive,0.0660400390625,0.8126220703125,0.0001944728719536215,0.009521484375,10,0.8126220703125,15500
4.tanh,tanh,4.0,4.468047618865967,-3.5749990940093994,-0.1324341893196106,3.4599380493164062,0.44242608547210693,adaptive,0.0594482421875,0.5391845703125,0.00045614788541570306,,10,0.0648193359375,15500
4.silu,silu,4.0,6.738784313201904,-5.579246520996094,-0.7107423543930054,1.651376485824585,0.336617112159729,adaptive,0.0550537109375,0.693359375,0.0003069042577408254,,10,0.0255126953125,15500
2.relu,relu,4.0,2.808760643005371,-1.9944008588790894,-0.16363108158111572,1.5352964401245117,0.4024658203125,adaptive,0.114013671875,0.5975341796875,0.00014835287583991885,0.0093994140625,10,0.5975341796875,16000
2.tanh,tanh,4.0,2.902064085006714,-1.8642648458480835,-0.06506983935832977,1.5576454401016235,0.6661860942840576,adaptive,0.0975341796875,0.5361328125,0.00013630068860948086,,10,0.0,16000
2.silu,silu,4.0,3.4964683055877686,-2.0444297790527344,-0.1540118008852005,2.421149492263794,0.4657936692237854,adaptive,0.083740234375,0.5634765625,0.0001278324198210612,,10,0.0157470703125,16000
3.relu,relu,4.0,6.6516618728637695,-5.416382312774658,-0.025415457785129547,1.9343681335449219,0.4901123046875,adaptive,0.0712890625,0.5098876953125,0.0004036689060740173,0.0078125,10,0.5098876953125,16000
3.tanh,tanh,4.0,4.145115852355957,-3.2185468673706055,-0.08261822164058685,2.489954948425293,0.5475477576255798,adaptive,0.065185546875,0.5269775390625,0.0002918931713793427,,10,0.0179443359375,16000
3.silu,silu,4.0,5.147659778594971,-3.8684213161468506,-0.3898346424102783,2.5332093238830566,0.39120304584503174,adaptive,0.0709228515625,0.647705078125,0.00017253519035875797,,10,0.0286865234375,16000
4.relu,relu,4.0,3.5893287658691406,-2.7178754806518555,-0.6793914437294006,1.6859407424926758,0.187255859375,adaptive,0.0654296875,0.812744140625,0.00018557210569269955,0.009033203125,10,0.812744140625,16000
4.tanh,tanh,4.0,4.528399467468262,-3.570197820663452,-0.13510361313819885,3.483649730682373,0.44647160172462463,adaptive,0.0595703125,0.5391845703125,0.000348961737472564,,10,0.0650634765625,16000
4.silu,silu,4.0,6.730437755584717,-5.591973781585693,-0.7119604349136353,1.6550352573394775,0.3365338444709778,adaptive,0.0548095703125,0.6929931640625,0.0002822374226525426,,10,0.0289306640625,16000
2.relu,relu,4.0,2.79032039642334,-1.993810772895813,-0.16177594661712646,1.536285400390625,0.403564453125,adaptive,0.1160888671875,0.596435546875,0.00012259611685294658,0.0074462890625,10,0.596435546875,16500
2.tanh,tanh,4.0,2.880615711212158,-1.8598040342330933,-0.06485481560230255,1.554821252822876,0.6663100719451904,adaptive,0.0968017578125,0.5355224609375,0.00012811445049010217,,10,0.0,16500
2.silu,silu,4.0,3.504487991333008,-2.041508913040161,-0.15374808013439178,2.4340438842773438,0.4660211205482483,adaptive,0.0831298828125,0.563720703125,0.0001160275423899293,,10,0.01513671875,16500
3.relu,relu,4.0,6.687471389770508,-5.446652412414551,-0.02838672697544098,1.9453380107879639,0.4906005859375,adaptive,0.0726318359375,0.5093994140625,0.000359512196155265,0.0064697265625,10,0.5093994140625,16500
3.tanh,tanh,4.0,4.125512599945068,-3.2286717891693115,-0.0799063891172409,2.480119466781616,0.5468120574951172,adaptive,0.066162109375,0.525146484375,0.00024889857741072774,,10,0.01806640625,16500
3.silu,silu,4.0,5.17268705368042,-3.8866770267486572,-0.38813164830207825,2.5195088386535645,0.39114177227020264,adaptive,0.07177734375,0.6475830078125,0.00016980267537292093,,10,0.0291748046875,16500
4.relu,relu,4.0,3.6088504791259766,-2.70691180229187,-0.6727017164230347,1.6663163900375366,0.187255859375,adaptive,0.06494140625,0.812744140625,0.00020973719074390829,0.0086669921875,10,0.812744140625,16500
4.tanh,tanh,4.0,4.512723922729492,-3.5762174129486084,-0.14539054036140442,3.490373373031616,0.44465574622154236,adaptive,0.05810546875,0.541748046875,0.0003261142992414534,,10,0.066650390625,16500
4.silu,silu,4.0,6.748587608337402,-5.61761474609375,-0.7145006656646729,1.6591660976409912,0.3362380862236023,adaptive,0.0550537109375,0.69287109375,0.00025902476045303047,,10,0.029296875,16500
2.relu,relu,4.0,2.810314893722534,-1.9969267845153809,-0.16058214008808136,1.5378808975219727,0.403076171875,adaptive,0.1151123046875,0.596923828125,0.00012985424837097526,0.006591796875,10,0.596923828125,17000
2.tanh,tanh,4.0,2.8835504055023193,-1.86612069606781,-0.06546317040920258,1.56255304813385,0.66588294506073,adaptive,0.096923828125,0.53515625,0.00014549054321832955,,10,0.0,17000
2.silu,silu,4.0,3.516465902328491,-2.037194013595581,-0.15345409512519836,2.4339306354522705,0.46586236357688904,adaptive,0.083251953125,0.5640869140625,0.00012205270468257368,,10,0.0147705078125,17000
3.relu,relu,4.0,6.670712471008301,-5.4468560218811035,-0.023980051279067993,1.9443289041519165,0.4906005859375,adaptive,0.0718994140625,0.5093994140625,0.0003515732823871076,0.0059814453125,10,0.5093994140625,17000
3.tanh,tanh,4.0,4.123532295227051,-3.2108001708984375,-0.08481582999229431,2.4868640899658203,0.5471981763839722,adaptive,0.0657958984375,0.5262451171875,0.00022613471082877368,,10,0.018310546875,17000
3.silu,silu,4.0,5.164255619049072,-3.8968987464904785,-0.3884119391441345,2.526845693588257,0.3915272355079651,adaptive,0.0712890625,0.6473388671875,0.0001910765131469816,,10,0.0274658203125,17000
4.relu,relu,4.0,3.595414876937866,-2.7053725719451904,-0.6761492490768433,1.6432994604110718,0.1851806640625,adaptive,0.064697265625,0.8148193359375,0.0001998970692511648,0.010498046875,10,0.8148193359375,17000
4.tanh,tanh,4.0,4.541728973388672,-3.578678846359253,-0.13557419180870056,3.473238945007324,0.44505929946899414,adaptive,0.0579833984375,0.540771484375,0.0003061211609747261,,10,0.06689453125,17000
4.silu,silu,4.0,6.733506679534912,-5.6077561378479,-0.7083695530891418,1.6717159748077393,0.33772093057632446,adaptive,0.0548095703125,0.692138671875,0.00030384340789169073,,10,0.0306396484375,17000
2.relu,relu,4.0,2.8177242279052734,-2.0100531578063965,-0.16141758859157562,1.5367708206176758,0.402587890625,adaptive,0.1162109375,0.597412109375,0.0001374278508592397,0.008056640625,10,0.597412109375,17500
2.tanh,tanh,4.0,2.8791584968566895,-1.8509482145309448,-0.0651804655790329,1.5552889108657837,0.6668609380722046,adaptive,0.096435546875,0.535400390625,0.0001293170207645744,,10,0.0,17500
2.silu,silu,4.0,3.518235206604004,-2.034067392349243,-0.1528271734714508,2.426487445831299,0.46539273858070374,adaptive,0.0828857421875,0.5654296875,0.0001261965953744948,,10,0.0147705078125,17500
3.relu,relu,4.0,6.679217338562012,-5.465116500854492,-0.028251854702830315,1.949981451034546,0.4903564453125,adaptive,0.0738525390625,0.5096435546875,0.00036703317891806364,0.0064697265625,10,0.5096435546875,17500
3.tanh,tanh,4.0,4.116433143615723,-3.2157819271087646,-0.08505243062973022,2.490494966506958,0.5473164319992065,adaptive,0.064453125,0.525634765625,0.00030847731977701187,,10,0.01806640625,17500
3.silu,silu,4.0,5.153781414031982,-3.9011757373809814,-0.38406145572662354,2.518815755844116,0.39227738976478577,adaptive,0.0745849609375,0.6456298828125,0.00020463266992010176,,10,0.02783203125,17500
4.relu,relu,4.0,3.556128740310669,-2.7015843391418457,-0.6725645661354065,1.6660964488983154,0.18603515625,adaptive,0.0650634765625,0.81396484375,0.0001860662887338549,0.01025390625,10,0.81396484375,17500
4.tanh,tanh,4.0,4.535688400268555,-3.5697269439697266,-0.14764398336410522,3.4846224784851074,0.4439117908477783,adaptive,0.058349609375,0.5440673828125,0.00039060605922713876,,10,0.06689453125,17500
4.silu,silu,4.0,6.7730913162231445,-5.640652656555176,-0.7103441953659058,1.6722350120544434,0.3379760980606079,adaptive,0.0565185546875,0.6903076171875,0.00032401017961092293,,10,0.0284423828125,17500
2.relu,relu,4.0,2.807835102081299,-2.0145230293273926,-0.15850436687469482,1.5371229648590088,0.404541015625,adaptive,0.1136474609375,0.595458984375,0.00011644663754850626,0.0089111328125,10,0.595458984375,18000
2.tanh,tanh,4.0,2.879567861557007,-1.865801215171814,-0.06589283794164658,1.5601953268051147,0.6663082838058472,adaptive,0.09765625,0.5357666015625,0.00014055603242013603,,10,0.0,18000
2.silu,silu,4.0,3.5133657455444336,-2.04056715965271,-0.15540969371795654,2.4423065185546875,0.4651186168193817,adaptive,0.0830078125,0.566162109375,0.00010518896306166425,,10,0.0157470703125,18000
3.relu,relu,4.0,6.659900188446045,-5.4436540603637695,-0.026218565180897713,1.943312406539917,0.4906005859375,adaptive,0.0726318359375,0.5093994140625,0.00033150974195450544,0.00634765625,10,0.5093994140625,18000
3.tanh,tanh,4.0,4.101986885070801,-3.2211484909057617,-0.08246323466300964,2.4789748191833496,0.5474810600280762,adaptive,0.0650634765625,0.527099609375,0.00029034633189439774,,10,0.0174560546875,18000
3.silu,silu,4.0,5.174262046813965,-3.902533531188965,-0.38664641976356506,2.5124409198760986,0.39184892177581787,adaptive,0.0721435546875,0.646240234375,0.00017618043057154864,,10,0.026611328125,18000
4.relu,relu,4.0,3.5613088607788086,-2.6913585662841797,-0.6665095090866089,1.6496057510375977,0.188720703125,adaptive,0.0645751953125,0.811279296875,0.00023134337970986962,0.0098876953125,10,0.811279296875,18000
4.tanh,tanh,4.0,4.579984188079834,-3.5844168663024902,-0.1482716053724289,3.484076499938965,0.44423574209213257,adaptive,0.0572509765625,0.54443359375,0.0003042446915060282,,10,0.067626953125,18000
4.silu,silu,4.0,6.777968883514404,-5.623508453369141,-0.7082902193069458,1.6870054006576538,0.3381505608558655,adaptive,0.055908203125,0.6922607421875,0.000330239359755069,,10,0.030029296875,18000
