activation,family,gain,input_abs_max,input_p01,input_p50,input_p99,mean_abs_slope,mode,near_zero_fraction,negative_fraction,nonlinear_output_mse,relu_gate_flip_fraction,seed,small_slope_fraction,step
2.silu,silu,4.0,3.178135871887207,-2.155752182006836,-0.0762450322508812,2.3653018474578857,0.4898177981376648,adaptive,0.0849609375,0.5347900390625,0.00011080947297159582,,10,0.0150146484375,6000
3.relu,relu,4.0,5.621882438659668,-4.277335166931152,0.019952135160565376,2.485821008682251,0.506103515625,adaptive,0.05615234375,0.493896484375,0.00036877114325761795,0.0068359375,10,0.493896484375,6000
3.tanh,tanh,4.0,4.330262184143066,-2.84850811958313,-0.16212376952171326,2.510660409927368,0.5254946947097778,adaptive,0.0621337890625,0.552978515625,0.00026388184051029384,,10,0.009033203125,6000
3.silu,silu,4.0,4.0487494468688965,-2.9110031127929688,-0.2814819812774658,2.510080099105835,0.4356870651245117,adaptive,0.0697021484375,0.5986328125,0.00028306443709880114,,10,0.022216796875,6000
4.relu,relu,4.0,4.669011116027832,-3.6130919456481934,-0.6705178022384644,2.21479868888855,0.261962890625,adaptive,0.062744140625,0.738037109375,0.00045713441795669496,0.0091552734375,10,0.738037109375,6000
4.tanh,tanh,4.0,5.105213642120361,-4.137796878814697,-0.03189786896109581,3.800071954727173,0.4422510266304016,adaptive,0.057861328125,0.5069580078125,0.000587846152484417,,10,0.1068115234375,6000
4.silu,silu,4.0,7.191364765167236,-5.654371738433838,-0.6578297019004822,2.649897813796997,0.3736465573310852,adaptive,0.04736328125,0.6649169921875,0.0004509144346229732,,10,0.023681640625,6000
2.relu,relu,4.0,3.5761492252349854,-2.2463417053222656,-0.08564029633998871,1.770259976387024,0.45751953125,adaptive,0.102294921875,0.54248046875,0.00015053857350721955,0.0078125,10,0.54248046875,6500
2.tanh,tanh,4.0,3.373849630355835,-2.069166898727417,-0.07009823620319366,1.7231422662734985,0.6462091207504272,adaptive,0.0821533203125,0.5277099609375,0.000146786798723042,,10,0.0008544921875,6500
2.silu,silu,4.0,3.2035770416259766,-2.1531944274902344,-0.08101749420166016,2.3658554553985596,0.48820680379867554,adaptive,0.083740234375,0.5369873046875,9.834793308982626e-05,,10,0.01611328125,6500
3.relu,relu,4.0,5.609552383422852,-4.318171977996826,0.021631401032209396,2.457681894302368,0.5064697265625,adaptive,0.05615234375,0.4935302734375,0.00040283240377902985,0.005615234375,10,0.4935302734375,6500
3.tanh,tanh,4.0,4.427986145019531,-2.8603429794311523,-0.15919914841651917,2.48600172996521,0.5274401903152466,adaptive,0.063232421875,0.5523681640625,0.00024304972612299025,,10,0.0091552734375,6500
3.silu,silu,4.0,4.0389885902404785,-2.888733386993408,-0.2939300537109375,2.528064489364624,0.4303455054759979,adaptive,0.0709228515625,0.60595703125,0.00027330240118317306,,10,0.0208740234375,6500
4.relu,relu,4.0,4.598076343536377,-3.599187135696411,-0.6595475673675537,2.2342960834503174,0.2611083984375,adaptive,0.062744140625,0.7388916015625,0.0005644499324262142,0.009521484375,10,0.7388916015625,6500
4.tanh,tanh,4.0,5.093951225280762,-4.133140563964844,-0.03219669312238693,3.725304365158081,0.4497324228286743,adaptive,0.0595703125,0.5081787109375,0.0005307577084749937,,10,0.1036376953125,6500
4.silu,silu,4.0,7.183027267456055,-5.675849914550781,-0.6681435108184814,2.6040127277374268,0.3673132061958313,adaptive,0.049560546875,0.6688232421875,0.00048202057951129973,,10,0.025146484375,6500
2.relu,relu,4.0,3.523768663406372,-2.217425584793091,-0.08986809849739075,1.7687561511993408,0.4534912109375,adaptive,0.1011962890625,0.5465087890625,0.0001416136947227642,0.0069580078125,10,0.5465087890625,7000
2.tanh,tanh,4.0,3.3376035690307617,-2.049706220626831,-0.06957121193408966,1.7078036069869995,0.6466381549835205,adaptive,0.08203125,0.5277099609375,0.0001576353533891961,,10,0.0008544921875,7000
2.silu,silu,4.0,3.2433509826660156,-2.128892660140991,-0.09520028531551361,2.383236885070801,0.48472434282302856,adaptive,0.08154296875,0.5411376953125,0.00011189190263394266,,10,0.0159912109375,7000
3.relu,relu,4.0,5.724758625030518,-4.378259181976318,0.03464169055223465,2.4086413383483887,0.5103759765625,adaptive,0.057861328125,0.4896240234375,0.00038487999700009823,0.005615234375,10,0.4896240234375,7000
3.tanh,tanh,4.0,4.377805233001709,-2.955125093460083,-0.15278422832489014,2.541637420654297,0.5290669798851013,adaptive,0.0692138671875,0.55517578125,0.00026745465584099293,,10,0.009521484375,7000
3.silu,silu,4.0,4.205970764160156,-2.9346859455108643,-0.3013816475868225,2.520724058151245,0.42615026235580444,adaptive,0.073974609375,0.608642578125,0.0002545785973779857,,10,0.02294921875,7000
4.relu,relu,4.0,4.626458168029785,-3.565135955810547,-0.6539838314056396,2.1664984226226807,0.254150390625,adaptive,0.0621337890625,0.745849609375,0.0003622260701376945,0.0091552734375,10,0.745849609375,7000
4.tanh,tanh,4.0,5.162886619567871,-4.131733417510986,-0.06520412862300873,3.709254264831543,0.4573616087436676,adaptive,0.060302734375,0.51904296875,0.0005583868478424847,,10,0.1033935546875,7000
4.silu,silu,4.0,6.859862804412842,-5.476017475128174,-0.6864684820175171,2.622631549835205,0.3584514260292053,adaptive,0.0506591796875,0.6793212890625,0.0003532869159244001,,10,0.0252685546875,7000
2.relu,relu,4.0,3.4548180103302,-2.172598361968994,-0.10236991941928864,1.779766321182251,0.4432373046875,adaptive,0.1043701171875,0.5567626953125,0.00011209711374249309,0.0064697265625,10,0.5567626953125,7500
2.tanh,tanh,4.0,3.2780516147613525,-2.0357141494750977,-0.07256877422332764,1.6492609977722168,0.6507271528244019,adaptive,0.084716796875,0.531494140625,0.00011470156459836289,,10,0.000732421875,7500
2.silu,silu,4.0,3.2224061489105225,-2.1624326705932617,-0.10137610137462616,2.3650407791137695,0.48142731189727783,adaptive,0.0833740234375,0.543701171875,0.00010127421410288662,,10,0.015869140625,7500
3.relu,relu,4.0,5.958250522613525,-4.521589279174805,-0.009612778201699257,2.414264678955078,0.497314453125,adaptive,0.0653076171875,0.502685546875,0.0002983325393870473,0.0067138671875,10,0.502685546875,7500
3.tanh,tanh,4.0,4.363799571990967,-2.9099974632263184,-0.14052554965019226,2.4791157245635986,0.5363858938217163,adaptive,0.0640869140625,0.5474853515625,0.0002890111063607037,,10,0.0074462890625,7500
3.silu,silu,4.0,4.213481903076172,-3.0030479431152344,-0.3278654217720032,2.4721200466156006,0.4191022217273712,adaptive,0.0750732421875,0.619384765625,0.00022448677918873727,,10,0.0235595703125,7500
4.relu,relu,4.0,4.454684734344482,-3.5394673347473145,-0.6964828968048096,2.055360794067383,0.2349853515625,adaptive,0.0576171875,0.7650146484375,0.0002613496035337448,0.0081787109375,10,0.7650146484375,7500
4.tanh,tanh,4.0,4.939297676086426,-4.096743106842041,-0.06814661622047424,3.6646223068237305,0.4481127858161926,adaptive,0.0631103515625,0.5213623046875,0.0004653407959267497,,10,0.1002197265625,7500
4.silu,silu,4.0,7.173597812652588,-5.8199028968811035,-0.6981924176216125,2.3444628715515137,0.35840946435928345,adaptive,0.0537109375,0.6788330078125,0.0003854182723443955,,10,0.025146484375,7500
2.relu,relu,4.0,3.4401133060455322,-2.1695127487182617,-0.10788144171237946,1.7576110363006592,0.4412841796875,adaptive,0.1036376953125,0.5587158203125,0.00016190088354051113,0.0064697265625,10,0.5587158203125,8000
2.tanh,tanh,4.0,3.272092342376709,-2.0348830223083496,-0.07522275298833847,1.627415657043457,0.6524097919464111,adaptive,0.0821533203125,0.5296630859375,0.00011513157369336113,,10,0.000732421875,8000
2.silu,silu,4.0,3.279545545578003,-2.153552293777466,-0.10721080005168915,2.387141466140747,0.47942644357681274,adaptive,0.083740234375,0.54638671875,9.68088279478252e-05,,10,0.01611328125,8000
3.relu,relu,4.0,6.063813209533691,-4.702117443084717,-0.015072965994477272,2.3836617469787598,0.4951171875,adaptive,0.0635986328125,0.5048828125,0.00031884919735603034,0.0064697265625,10,0.5048828125,8000
3.tanh,tanh,4.0,4.425274848937988,-2.9525809288024902,-0.1559077501296997,2.4720702171325684,0.5347329378128052,adaptive,0.06591796875,0.5526123046875,0.00025154859758913517,,10,0.0089111328125,8000
3.silu,silu,4.0,4.30666446685791,-3.007538318634033,-0.3264290690422058,2.420034170150757,0.41611313819885254,adaptive,0.07763671875,0.625,0.00019838794833049178,,10,0.023681640625,8000
4.relu,relu,4.0,4.554224491119385,-3.536607027053833,-0.6912306547164917,1.7681000232696533,0.2308349609375,adaptive,0.057861328125,0.7691650390625,0.0002734781301114708,0.0072021484375,10,0.7691650390625,8000
4.tanh,tanh,4.0,5.055017948150635,-4.1877827644348145,-0.05116195231676102,3.659259557723999,0.4517754018306732,adaptive,0.06689453125,0.5162353515625,0.0005863802507519722,,10,0.1021728515625,8000
4.silu,silu,4.0,7.225919723510742,-5.867764949798584,-0.703976035118103,2.224130153656006,0.3496338427066803,adaptive,0.0574951171875,0.6883544921875,0.0002521946735214442,,10,0.0245361328125,8000
2.relu,relu,4.0,3.3828229904174805,-2.162940502166748,-0.11072218418121338,1.7016111612319946,0.43994140625,adaptive,0.1046142578125,0.56005859375,0.00012822590360883623,0.0054931640625,10,0.56005859375,8500
2.tanh,tanh,4.0,3.2502493858337402,-2.0194149017333984,-0.0726698562502861,1.6029475927352905,0.654656171798706,adaptive,0.0828857421875,0.5279541015625,0.00012420421990100294,,10,0.0006103515625,8500
2.silu,silu,4.0,3.3057944774627686,-2.156097173690796,-0.11384828388690948,2.391112804412842,0.4785037040710449,adaptive,0.0811767578125,0.548095703125,9.595268056727946e-05,,10,0.0174560546875,8500
3.relu,relu,4.0,6.010225296020508,-4.714158058166504,-0.025141265243291855,2.3391902446746826,0.4923095703125,adaptive,0.064208984375,0.5076904296875,0.00031735069933347404,0.0059814453125,10,0.5076904296875,8500
3.tanh,tanh,4.0,4.436685085296631,-2.965508222579956,-0.16675449907779694,2.444444417953491,0.5330262780189514,adaptive,0.0648193359375,0.5567626953125,0.00020438864885363728,,10,0.009765625,8500
3.silu,silu,4.0,4.394679546356201,-3.112971544265747,-0.3317587673664093,2.366211175918579,0.4146537482738495,adaptive,0.0784912109375,0.6256103515625,0.00024728034622967243,,10,0.0255126953125,8500
4.relu,relu,4.0,4.4413018226623535,-3.415937900543213,-0.68284010887146,1.8318939208984375,0.2274169921875,adaptive,0.066162109375,0.7725830078125,0.0003441209555603564,0.0076904296875,10,0.7725830078125,8500
4.tanh,tanh,4.0,5.194472312927246,-4.156517505645752,-0.016896439716219902,3.6585195064544678,0.459365576505661,adaptive,0.0672607421875,0.50634765625,0.0005463995039463043,,10,0.1063232421875,8500
4.silu,silu,4.0,7.176941871643066,-5.799442768096924,-0.6879810094833374,2.207875967025757,0.34983891248703003,adaptive,0.0576171875,0.6888427734375,0.0003766000154428184,,10,0.02490234375,8500
2.relu,relu,4.0,3.3443541526794434,-2.132439374923706,-0.10644466429948807,1.695507287979126,0.44140625,adaptive,0.106689453125,0.55859375,0.00013721303548663855,0.0064697265625,10,0.55859375,9000
2.tanh,tanh,4.0,3.2239840030670166,-2.0027732849121094,-0.06071929633617401,1.5930308103561401,0.6573835611343384,adaptive,0.083984375,0.5262451171875,0.0001656422100495547,,10,0.00048828125,9000
2.silu,silu,4.0,3.3079733848571777,-2.1190552711486816,-0.112876757979393,2.3965065479278564,0.477644681930542,adaptive,0.083251953125,0.5482177734375,9.904391481541097e-05,,10,0.017333984375,9000
3.relu,relu,4.0,5.9377827644348145,-4.736891269683838,-0.017249077558517456,2.325532913208008,0.4942626953125,adaptive,0.062255859375,0.5057373046875,0.00032037263736128807,0.008544921875,10,0.5057373046875,9000
3.tanh,tanh,4.0,4.432305812835693,-3.067753791809082,-0.1627909541130066,2.4649877548217773,0.53141850233078,adaptive,0.065673828125,0.55615234375,0.0002558866108302027,,10,0.0125732421875,9000
3.silu,silu,4.0,4.454988956451416,-3.198585271835327,-0.3377942144870758,2.364335536956787,0.4124598801136017,adaptive,0.0784912109375,0.6282958984375,0.00018778459343593568,,10,0.026611328125,9000
4.relu,relu,4.0,4.396312713623047,-3.393291473388672,-0.6914925575256348,1.7538478374481201,0.220947265625,adaptive,0.06787109375,0.779052734375,0.0004044976376462728,0.011962890625,10,0.779052734375,9000
4.tanh,tanh,4.0,5.142911434173584,-4.1269965171813965,-0.039711758494377136,3.6599485874176025,0.46512579917907715,adaptive,0.069091796875,0.5128173828125,0.000590653857216239,,10,0.099609375,9000
4.silu,silu,4.0,7.381094932556152,-5.948178768157959,-0.6912466287612915,2.196913957595825,0.3474849462509155,adaptive,0.0567626953125,0.68798828125,0.0002679231693036854,,10,0.0255126953125,9000
2.relu,relu,4.0,3.3124117851257324,-2.1485636234283447,-0.11410588026046753,1.6651002168655396,0.4366455078125,adaptive,0.10693359375,0.5633544921875,0.00012181963393231854,0.0079345703125,10,0.5633544921875,9500
2.tanh,tanh,4.0,3.203418493270874,-1.9768810272216797,-0.06342773139476776,1.5847926139831543,0.658577561378479,adaptive,0.0858154296875,0.527587890625,0.0001616597583051771,,10,0.000244140625,9500
2.silu,silu,4.0,3.3519136905670166,-2.137467384338379,-0.1216103583574295,2.4068117141723633,0.4757164716720581,adaptive,0.0833740234375,0.54931640625,9.63933634920977e-05,,10,0.016357421875,9500
3.relu,relu,4.0,6.095062732696533,-4.845856666564941,-0.020057914778590202,2.3063180446624756,0.4918212890625,adaptive,0.0640869140625,0.5081787109375,0.0002756819303613156,0.0050048828125,10,0.5081787109375,9500
3.tanh,tanh,4.0,4.4763617515563965,-3.0650646686553955,-0.15697243809700012,2.462097406387329,0.5319160223007202,adaptive,0.066162109375,0.5533447265625,0.000316664925776422,,10,0.012939453125,9500
3.silu,silu,4.0,4.5976433753967285,-3.307269334793091,-0.3412041664123535,2.375244379043579,0.41091638803482056,adaptive,0.0732421875,0.6273193359375,0.0002027287264354527,,10,0.0257568359375,9500
4.relu,relu,4.0,4.359180927276611,-3.3411214351654053,-0.7067989110946655,1.7478126287460327,0.2115478515625,adaptive,0.0640869140625,0.7884521484375,0.0003514513373374939,0.0098876953125,10,0.7884521484375,9500
4.tanh,tanh,4.0,5.089380741119385,-4.093210697174072,-0.04760567098855972,3.666083574295044,0.472683846950531,adaptive,0.0703125,0.5179443359375,0.00042767636477947235,,10,0.0950927734375,9500
4.silu,silu,4.0,7.3512701988220215,-5.875105381011963,-0.695114254951477,2.098834276199341,0.34213757514953613,adaptive,0.0582275390625,0.6927490234375,0.000258781248703599,,10,0.0272216796875,9500
2.relu,relu,4.0,3.290592670440674,-2.124899387359619,-0.1272488832473755,1.6737626791000366,0.429443359375,adaptive,0.109375,0.570556640625,0.00013755788677372038,0.0079345703125,10,0.570556640625,10000
2.tanh,tanh,4.0,3.1758248805999756,-1.9547474384307861,-0.05561569705605507,1.5640350580215454,0.6613557934761047,adaptive,0.086669921875,0.5260009765625,0.00010894304432440549,,10,0.000244140625,10000
2.silu,silu,4.0,3.3777120113372803,-2.1240930557250977,-0.1277739703655243,2.424818515777588,0.4726535677909851,adaptive,0.0841064453125,0.5552978515625,0.00010955850302707404,,10,0.0157470703125,10000
3.relu,relu,4.0,5.973594665527344,-4.751077175140381,-0.029364489018917084,2.3166844844818115,0.4898681640625,adaptive,0.061767578125,0.5101318359375,0.00026356260059401393,0.0052490234375,10,0.5101318359375,10000
3.tanh,tanh,4.0,4.486249923706055,-3.0498976707458496,-0.15733909606933594,2.439584732055664,0.5488507151603699,adaptive,0.0665283203125,0.5550537109375,0.00023684521147515625,,10,0.0106201171875,10000
3.silu,silu,4.0,4.7082719802856445,-3.4052412509918213,-0.3684018850326538,2.3936407566070557,0.4004880487918854,adaptive,0.0767822265625,0.6395263671875,0.0002450936008244753,,10,0.026611328125,10000
4.relu,relu,4.0,4.213306427001953,-3.2825307846069336,-0.696866512298584,1.524639368057251,0.21240234375,adaptive,0.06298828125,0.78759765625,0.0001772643008735031,0.008056640625,10,0.78759765625,10000
4.tanh,tanh,4.0,5.086395263671875,-4.037553787231445,-0.0631188303232193,3.602576971054077,0.5006874799728394,adaptive,0.07373046875,0.52294921875,0.0008587328484281898,,10,0.091552734375,10000
4.silu,silu,4.0,7.392476558685303,-5.989837646484375,-0.6394526958465576,1.945639729499817,0.34507229924201965,adaptive,0.0552978515625,0.6900634765625,0.00044694246025756,,10,0.028564453125,10000
2.relu,relu,4.0,3.1978647708892822,-2.1294822692871094,-0.1241748183965683,1.6468291282653809,0.427734375,adaptive,0.1090087890625,0.572265625,0.00013129517901688814,0.007568359375,10,0.572265625,10500
2.tanh,tanh,4.0,3.198711633682251,-1.9582064151763916,-0.049718305468559265,1.5696818828582764,0.6613969206809998,adaptive,0.0908203125,0.52099609375,0.00017575197853147984,,10,0.000244140625,10500
2.silu,silu,4.0,3.4087016582489014,-2.121039390563965,-0.1364486664533615,2.446385145187378,0.4707702398300171,adaptive,0.0849609375,0.5570068359375,0.00014369768905453384,,10,0.01513671875,10500
3.relu,relu,4.0,6.1317291259765625,-4.880826473236084,-0.028192568570375443,2.3482742309570312,0.4910888671875,adaptive,0.063232421875,0.5089111328125,0.00038307433715090156,0.0069580078125,10,0.5089111328125,10500
3.tanh,tanh,4.0,4.445384502410889,-3.103076219558716,-0.1577347368001938,2.3879058361053467,0.5467396378517151,adaptive,0.065673828125,0.553955078125,0.0002551002544350922,,10,0.0137939453125,10500
3.silu,silu,4.0,4.888790607452393,-3.4996039867401123,-0.37498897314071655,2.4398908615112305,0.39986926317214966,adaptive,0.0767822265625,0.6396484375,0.00019217275257688016,,10,0.0260009765625,10500
4.relu,relu,4.0,4.108540058135986,-3.20074462890625,-0.7112935781478882,1.6403863430023193,0.2099609375,adaptive,0.0587158203125,0.7900390625,0.00025361476582475007,0.0107421875,10,0.7900390625,10500
4.tanh,tanh,4.0,5.034514427185059,-4.119585037231445,-0.06904421001672745,3.5752761363983154,0.4953881800174713,adaptive,0.071533203125,0.5260009765625,0.0006573876016773283,,10,0.0885009765625,10500
4.silu,silu,4.0,7.46583366394043,-6.036172389984131,-0.6678164601325989,1.9014896154403687,0.33882632851600647,adaptive,0.0616455078125,0.6953125,0.00040052272379398346,,10,0.028076171875,10500
2.relu,relu,4.0,3.127986192703247,-2.1005489826202393,-0.13279365003108978,1.613205075263977,0.4217529296875,adaptive,0.1087646484375,0.5782470703125,0.00010983202082570642,0.0069580078125,10,0.5782470703125,11000
2.tanh,tanh,4.0,3.137436628341675,-1.9321727752685547,-0.04892856627702713,1.5513604879379272,0.6637503504753113,adaptive,0.0943603515625,0.52294921875,0.00015125630307011306,,10,0.000244140625,11000
2.silu,silu,4.0,3.4097342491149902,-2.1188125610351562,-0.135825052857399,2.437986135482788,0.47006604075431824,adaptive,0.08447265625,0.5587158203125,0.00013801304157823324,,10,0.0152587890625,11000
3.relu,relu,4.0,6.155401229858398,-4.92972993850708,-0.03103049099445343,2.2822983264923096,0.4888916015625,adaptive,0.0645751953125,0.5111083984375,0.0005148387863300741,0.00732421875,10,0.5111083984375,11000
3.tanh,tanh,4.0,4.452378273010254,-3.109890937805176,-0.14820325374603271,2.3353757858276367,0.5477262735366821,adaptive,0.060791015625,0.5498046875,0.00023501677787862718,,10,0.0135498046875,11000
3.silu,silu,4.0,4.880553722381592,-3.5735394954681396,-0.37364500761032104,2.417184591293335,0.3996303677558899,adaptive,0.073486328125,0.640625,0.00019169814186170697,,10,0.02685546875,11000
4.relu,relu,4.0,3.9788341522216797,-3.088318109512329,-0.7029047012329102,1.575635313987732,0.191650390625,adaptive,0.066650390625,0.808349609375,0.00023167287872638553,0.0084228515625,10,0.808349609375,11000
4.tanh,tanh,4.0,5.096310615539551,-4.113137722015381,-0.04395994171500206,3.5449509620666504,0.4970267713069916,adaptive,0.07275390625,0.516845703125,0.0008296733722090721,,10,0.084716796875,11000
4.silu,silu,4.0,7.141330718994141,-5.786877632141113,-0.6545873880386353,1.8635528087615967,0.33848974108695984,adaptive,0.0657958984375,0.693603515625,0.00034218316432088614,,10,0.024169921875,11000
2.relu,relu,4.0,3.070042133331299,-2.0877623558044434,-0.1555595099925995,1.5881093740463257,0.4088134765625,adaptive,0.111328125,0.5911865234375,9.431819489691406e-05,0.006103515625,10,0.5911865234375,11500
2.tanh,tanh,4.0,3.1115968227386475,-1.9335049390792847,-0.062253400683403015,1.5604666471481323,0.6626303195953369,adaptive,0.0938720703125,0.52880859375,0.00014013620966579765,,10,0.0001220703125,11500
2.silu,silu,4.0,3.420919179916382,-2.1036860942840576,-0.14028899371623993,2.425968885421753,0.4688715636730194,adaptive,0.083984375,0.560302734375,9.244427928933874e-05,,10,0.0155029296875,11500
3.relu,relu,4.0,6.229654312133789,-5.035953521728516,-0.03223182260990143,2.177767038345337,0.4884033203125,adaptive,0.06982421875,0.5115966796875,0.0005125839961692691,0.0076904296875,10,0.5115966796875,11500
3.tanh,tanh,4.0,4.238827228546143,-3.145307779312134,-0.10149872303009033,2.3667218685150146,0.5498195290565491,adaptive,0.0626220703125,0.5341796875,0.0002467880549374968,,10,0.014404296875,11500
3.silu,silu,4.0,4.960907459259033,-3.635308265686035,-0.3599522113800049,2.399705648422241,0.40150177478790283,adaptive,0.076904296875,0.6370849609375,0.00018411007476970553,,10,0.0274658203125,11500
4.relu,relu,4.0,3.7970941066741943,-2.888401746749878,-0.686295747756958,1.6470446586608887,0.1881103515625,adaptive,0.0625,0.8118896484375,0.0002556751132942736,0.0106201171875,10,0.8118896484375,11500
4.tanh,tanh,4.0,5.037888526916504,-4.0998053550720215,-0.03952615708112717,3.5490927696228027,0.48721909523010254,adaptive,0.0736083984375,0.515869140625,0.0004462508950382471,,10,0.082275390625,11500
4.silu,silu,4.0,6.778936386108398,-5.4453911781311035,-0.6364681720733643,1.8629690408706665,0.3414311707019806,adaptive,0.0623779296875,0.6839599609375,0.000251602177741006,,10,0.028076171875,11500
2.relu,relu,4.0,3.053025245666504,-2.061581611633301,-0.1656491458415985,1.5909374952316284,0.4029541015625,adaptive,0.112060546875,0.5970458984375,0.00010652586934156716,0.0076904296875,10,0.5970458984375,12000
2.tanh,tanh,4.0,3.0779716968536377,-1.9163535833358765,-0.07005122303962708,1.5469470024108887,0.663440465927124,adaptive,0.0931396484375,0.533447265625,0.0001283995807170868,,10,0.0001220703125,12000
2.silu,silu,4.0,3.4372072219848633,-2.097461700439453,-0.14728595316410065,2.42620587348938,0.4682603180408478,adaptive,0.0826416015625,0.5609130859375,9.14545962586999e-05,,10,0.0159912109375,12000
3.relu,relu,4.0,6.315908432006836,-5.101900577545166,-0.04408382251858711,2.0950088500976562,0.484619140625,adaptive,0.0675048828125,0.515380859375,0.0003359897527843714,0.0068359375,10,0.515380859375,12000
3.tanh,tanh,4.0,4.239788055419922,-3.089639663696289,-0.06479835510253906,2.3830714225769043,0.5482931733131409,adaptive,0.063720703125,0.520263671875,0.00021084441686980426,,10,0.0147705078125,12000
3.silu,silu,4.0,4.991515159606934,-3.6832962036132812,-0.3577263355255127,2.413578510284424,0.4002645015716553,adaptive,0.0772705078125,0.6390380859375,0.0001678840781096369,,10,0.0283203125,12000
4.relu,relu,4.0,3.8471245765686035,-2.805467128753662,-0.68028724193573,1.8981858491897583,0.189208984375,adaptive,0.060791015625,0.810791015625,0.00019961604266427457,0.0086669921875,10,0.810791015625,12000
4.tanh,tanh,4.0,4.867847919464111,-3.994521141052246,-0.0502626858651638,3.5441195964813232,0.4889170527458191,adaptive,0.07373046875,0.5196533203125,0.0004783386248163879,,10,0.081787109375,12000
4.silu,silu,4.0,6.488224983215332,-5.27059268951416,-0.6114950180053711,1.8573063611984253,0.34756648540496826,adaptive,0.0616455078125,0.6788330078125,0.0002900640247389674,,10,0.025146484375,12000
2.relu,relu,4.0,3.00895619392395,-2.0309603214263916,-0.1587984561920166,1.5625232458114624,0.40771484375,adaptive,0.1114501953125,0.59228515625,0.00012965445057488978,0.008056640625,10,0.59228515625,12500
2.tanh,tanh,4.0,2.9985015392303467,-1.9072331190109253,-0.05903642624616623,1.5561290979385376,0.6648512482643127,adaptive,0.0999755859375,0.530517578125,0.0001381676411256194,,10,0.0001220703125,12500
2.silu,silu,4.0,3.440364360809326,-2.087445020675659,-0.1481323391199112,2.4453086853027344,0.46799442172050476,adaptive,0.08349609375,0.5594482421875,9.533019328955561e-05,,10,0.0147705078125,12500
3.relu,relu,4.0,6.4063239097595215,-5.2199320793151855,-0.04241253435611725,2.0313491821289062,0.48779296875,adaptive,0.068603515625,0.51220703125,0.00036011089105159044,0.0064697265625,10,0.51220703125,12500
3.tanh,tanh,4.0,4.134249687194824,-3.1322131156921387,-0.08487178385257721,2.404341697692871,0.5494022369384766,adaptive,0.0621337890625,0.525390625,0.00025414011906832457,,10,0.0152587890625,12500
3.silu,silu,4.0,4.972257137298584,-3.712722063064575,-0.3675939738750458,2.430856466293335,0.3961448073387146,adaptive,0.0745849609375,0.642578125,0.0001674085797276348,,10,0.024658203125,12500
4.relu,relu,4.0,3.8271336555480957,-2.8662312030792236,-0.7070390582084656,1.6457782983779907,0.1805419921875,adaptive,0.05859375,0.8194580078125,0.0002492422063369304,0.0068359375,10,0.8194580078125,12500
4.tanh,tanh,4.0,4.8137311935424805,-3.870401620864868,-0.08569138497114182,3.533945083618164,0.48111802339553833,adaptive,0.0716552734375,0.5283203125,0.0005124196177348495,,10,0.077880859375,12500
4.silu,silu,4.0,6.635562419891357,-5.4983906745910645,-0.6400550603866577,1.8184393644332886,0.34339094161987305,adaptive,0.063232421875,0.681640625,0.0002772048464976251,,10,0.0260009765625,12500
2.relu,relu,4.0,2.938960313796997,-2.03611159324646,-0.17237521708011627,1.5582914352416992,0.3988037109375,adaptive,0.10986328125,0.6011962890625,0.00013562534877564758,0.0087890625,10,0.6011962890625,13000
2.tanh,tanh,4.0,3.0038108825683594,-1.8901196718215942,-0.06173861026763916,1.5543380975723267,0.6658814549446106,adaptive,0.0987548828125,0.53173828125,0.00014464970445260406,,10,0.0001220703125,13000
2.silu,silu,4.0,3.4596962928771973,-2.075749158859253,-0.1474660038948059,2.4249215126037598,0.4664396643638611,adaptive,0.0850830078125,0.5614013671875,0.00011331960558891296,,10,0.0157470703125,13000
3.relu,relu,4.0,6.490727424621582,-5.309023857116699,-0.03444503992795944,2.0009565353393555,0.4874267578125,adaptive,0.072265625,0.5125732421875,0.000366626656614244,0.0078125,10,0.5125732421875,13000
3.tanh,tanh,4.0,4.065323829650879,-3.159137725830078,-0.08471870422363281,2.4568021297454834,0.5463132858276367,adaptive,0.0621337890625,0.5272216796875,0.00020674074767157435,,10,0.016357421875,13000
3.silu,silu,4.0,4.987743377685547,-3.714156150817871,-0.3750729262828827,2.475104331970215,0.3920428156852722,adaptive,0.0782470703125,0.6466064453125,0.0001681073772488162,,10,0.0272216796875,13000
4.relu,relu,4.0,3.7867050170898438,-2.7445504665374756,-0.719685435295105,1.7814997434616089,0.1834716796875,adaptive,0.0579833984375,0.8165283203125,0.0001999492378672585,0.006591796875,10,0.8165283203125,13000
4.tanh,tanh,4.0,4.639363765716553,-3.7250027656555176,-0.11605524271726608,3.4585914611816406,0.46790751814842224,adaptive,0.06591796875,0.5404052734375,0.0003447659546509385,,10,0.074951171875,13000
4.silu,silu,4.0,6.617639064788818,-5.5040411949157715,-0.6935247182846069,1.79124915599823,0.33790123462677,adaptive,0.0604248046875,0.6883544921875,0.00024053304514382035,,10,0.0257568359375,13000
2.relu,relu,4.0,2.8958470821380615,-2.0267319679260254,-0.17961665987968445,1.5472429990768433,0.3958740234375,adaptive,0.1104736328125,0.6041259765625,0.00010559021029621363,0.00634765625,10,0.6041259765625,13500
2.tanh,tanh,4.0,2.972466468811035,-1.881645679473877,-0.06529033184051514,1.5596261024475098,0.6647689342498779,adaptive,0.0963134765625,0.5343017578125,0.0001425997179467231,,10,0.0,13500
